month,PM2.5,PM10,SO2,NO2,CO,O3
2,147,147,34,42,2500,31
2,163,163,45,39,2500,42
2,167,167,54,38,2300,50
2,178,178,54,38,2300,60
2,185,185,57,48,2400,56
2,190,190,46,58,2500,52
2,179,201,27,60,2400,46
2,184,184,12,74,2800,20
2,210,210,13,72,3200,21
2,225,225,9,62,3300,21
2,221,221,9,52,3100,22
2,204,204,8,44,2800,25
2,105,105,6,24,1600,37
2,37,37,3,15,1000,42
2,27,27,2,12,800,44
2,21,21,2,10,700,47
2,16,16,5,9,600,53
2,15,15,5,8,500,56
2,10,10,6,8,400,54
2,11,11,8,10,400,56
2,11,11,9,12,400,57
2,3,5,10,9,300,60
2,10,10,10,11,400,58
2,10,10,11,12,400,58
2,5,5,9,11,400,62
2,8,8,9,9,400,66
2,11,11,8,9,400,67
2,8,8,4,6,300,72
2,10,17,5,6,300,72
2,9,9,7,8,300,70
2,6,15,7,10,300,65
2,9,15,8,11,400,63
2,3,5,5,6,300,72
2,4,10,4,6,300,72
2,4,12,3,6,300,71
2,6,18,2,7,300,68
2,4,9,2,7,300,67
2,8,10,2,5,300,68
2,5,11,2,5,300,67
2,8,9,2,6,400,65
2,6,6,2,6,400,66
2,7,7,2,5,300,66
2,7,7,2,5,400,66
2,6,8,2,6,400,64
2,6,10,2,8,400,62
2,5,12,2,12,400,58
2,8,9,2,12,500,59
2,7,7,2,8,400,64
2,6,6,2,5,400,70
2,5,5,2,4,400,73
2,8,12,2,4,400,74
2,8,8,2,4,300,74
2,6,7,2,4,300,74
2,6,7,2,4,300,75
2,7,7,2,5,300,74
2,7,17,2,8,300,71
2,5,33,2,10,300,68
2,6,37,2,11,400,66
2,6,38,2,10,300,66
2,8,29,2,9,300,67
2,5,22,2,8,400,67
2,6,30,2,7,400,66
2,8,29,2,9,400,63
2,6,22,6,9,400,61
2,3,32,3,5,300,67
2,5,34,4,9,300,64
2,5,28,5,11,300,63
2,6,28,6,15,400,60
2,3,26,5,22,400,54
2,6,22,4,16,400,60
2,6,22,5,11,400,66
2,5,17,4,7,300,71
2,5,16,6,7,300,71
2,8,14,6,6,300,74
2,5,25,6,6,300,77
2,8,46,8,6,300,78
2,6,80,10,7,300,77
2,11,105,13,10,300,76
2,11,130,17,15,300,70
2,11,124,18,18,300,66
2,10,122,17,16,300,68
2,7,147,15,12,300,73
2,10,112,14,9,200,73
2,7,89,16,10,300,71
2,8,72,16,10,300,71
2,8,69,15,9,300,73
2,5,62,14,7,200,74
2,6,43,13,7,300,75
2,4,38,13,6,200,75
2,4,38,12,7,200,76
2,5,36,13,9,300,74
2,3,33,15,20,300,63
2,3,31,15,21,300,61
2,5,33,14,19,300,65
2,4,30,13,11,300,73
2,5,32,13,7,300,77
2,9,29,14,7,200,79
2,5,29,17,7,200,82
2,5,41,20,6,200,84
2,10,46,21,7,200,84
2,7,67,23,8,200,83
2,5,66,26,9,300,79
2,7,67,28,12,300,75
2,7,56,28,16,300,70
2,5,38,27,18,300,68
2,12,38,37,28,500,56
2,11,22,33,41,500,42
2,11,19,31,32,500,50
2,9,25,30,21,500,60
2,10,21,31,28,600,50
2,13,28,10,43,700,27
2,12,24,6,37,700,25
2,13,22,4,54,1000,13
2,16,21,5,63,1300,4
2,66,66,8,67,1600,4
2,43,54,9,69,1800,5
2,54,54,17,68,1900,11
2,77,77,29,68,2000,18
2,78,78,27,60,1600,35
2,71,71,24,39,1300,66
2,64,64,22,28,1100,72
2,23,55,5,20,700,91
2,60,60,3,24,600,92
2,42,49,4,41,800,65
2,47,60,7,57,900,45
2,94,94,10,72,1200,30
2,80,90,11,81,1400,15
2,80,87,14,81,1400,10
2,68,81,15,84,1600,6
2,59,67,13,80,1600,8
2,30,38,3,39,800,45
2,18,39,2,21,500,65
2,22,57,2,12,400,74
2,21,68,2,10,400,74
2,15,61,2,9,400,77
2,8,57,2,7,300,79
2,6,36,2,15,300,70
2,5,29,2,19,400,68
2,6,29,2,16,400,70
2,13,22,2,12,400,75
2,8,16,2,7,300,82
2,9,12,2,6,300,85
2,10,10,2,6,300,88
2,10,10,2,5,300,90
2,9,14,2,6,300,92
2,9,17,2,7,300,94
2,13,16,2,9,300,91
2,14,23,2,18,400,81
2,17,30,2,37,500,60
2,17,32,2,49,600,47
2,23,40,7,47,700,46
2,32,44,14,62,1100,26
2,32,34,6,56,900,29
2,25,25,3,45,700,38
2,20,22,2,25,700,56
2,22,22,2,29,800,51
2,22,22,2,37,700,40
2,16,16,2,30,800,50
2,18,19,2,29,700,46
2,17,24,2,60,900,15
2,15,24,3,50,900,28
2,18,26,3,54,900,25
2,24,81,6,14,400,73
2,21,61,4,9,300,82
2,19,57,4,7,300,84
2,17,35,2,6,300,87
2,7,17,2,5,200,87
2,8,16,2,5,200,87
2,7,16,2,7,200,83
2,6,19,2,9,200,79
2,7,17,3,12,300,73
2,9,18,6,14,400,70
2,10,20,9,16,400,66
2,10,13,7,16,300,65
2,9,14,5,23,400,57
2,11,11,7,24,400,55
2,8,10,7,14,400,64
2,6,10,6,16,400,61
2,4,10,6,10,400,64
2,10,10,5,14,400,59
2,4,13,7,11,400,64
2,5,9,6,10,400,67
2,7,13,6,10,300,70
2,7,17,5,10,300,72
2,9,16,6,8,400,74
2,8,11,5,5,300,79
2,9,9,4,5,300,81
2,10,10,6,6,300,81
2,18,18,6,6,300,84
2,20,23,7,8,400,87
2,17,21,5,8,300,89
2,17,22,4,8,300,90
2,17,26,4,11,400,86
2,16,31,6,28,500,65
2,20,31,6,51,500,38
2,20,31,8,60,600,28
2,35,45,13,65,800,24
2,36,50,13,64,900,23
2,37,45,16,78,1100,9
2,56,75,33,82,2000,7
2,69,94,45,81,2500,7
2,67,79,40,76,2200,7
2,34,39,9,53,1200,21
2,42,47,10,64,1400,7
2,41,45,8,63,1400,5
2,39,46,12,60,1700,9
2,30,42,14,41,1200,27
2,60,72,29,52,1700,25
2,94,103,35,66,2300,23
2,125,131,40,78,2700,26
2,107,116,36,57,1900,49
2,77,105,32,34,1100,70
2,89,115,37,32,1000,72
2,81,131,26,30,900,74
2,83,148,27,32,900,67
2,87,149,26,38,1000,57
2,97,157,33,48,1200,43
2,111,172,38,50,1300,38
2,130,185,42,55,1400,31
2,137,184,45,61,1600,24
2,136,176,46,70,1900,15
2,109,135,38,75,2400,6
2,118,133,23,76,2400,5
2,126,129,18,73,2200,4
2,127,131,16,70,2400,4
2,120,125,21,69,2500,4
2,126,129,25,71,2400,4
2,124,127,27,71,2500,4
2,132,139,26,74,2800,4
2,134,148,29,74,2900,5
2,153,166,47,68,2600,10
2,168,173,55,65,2600,18
2,140,140,44,46,1800,41
2,68,72,20,27,1000,65
2,16,31,5,12,500,83
2,18,46,5,12,500,86
2,16,34,3,11,400,88
2,86,86,3,11,400,87
2,4,36,2,14,400,82
2,14,44,4,18,400,75
2,18,57,7,15,400,75
2,29,69,12,20,500,67
2,28,61,12,22,500,62
2,33,59,13,21,500,61
2,23,35,10,18,500,63
2,16,30,9,17,500,63
2,18,29,9,21,500,57
2,18,30,12,25,500,53
2,11,19,6,12,500,63
2,8,15,5,15,400,63
2,5,13,7,19,500,59
2,7,20,9,28,500,52
2,9,21,9,15,400,64
2,7,15,5,8,300,74
2,9,15,5,6,300,77
2,13,19,6,7,300,78
2,11,11,5,5,300,81
2,11,14,6,6,300,82
2,34,34,5,6,300,84
2,19,19,4,6,300,82
2,7,10,4,7,300,80
2,11,13,6,12,300,74
2,10,19,8,18,400,66
2,14,18,9,20,400,63
2,14,20,14,25,500,58
2,18,18,8,26,400,57
2,9,11,6,24,400,59
2,15,19,7,29,500,51
2,14,15,7,28,500,51
2,15,18,8,39,600,39
2,16,16,7,44,700,30
2,27,30,14,65,1000,9
2,37,37,19,61,1200,13
2,40,44,17,66,1200,8
2,25,25,17,69,1300,7
2,25,33,18,64,1400,14
2,62,62,29,59,1700,17
2,61,61,28,56,1800,23
2,46,46,20,56,1700,30
2,47,47,16,55,1500,42
2,29,29,10,22,700,73
2,26,26,10,16,600,80
2,23,26,8,16,500,82
2,19,26,8,15,500,82
2,25,49,10,16,500,77
2,21,71,6,18,500,70
2,12,106,5,19,400,65
2,9,104,3,13,300,71
2,6,86,2,11,300,70
2,8,62,4,15,400,64
2,11,41,4,16,400,62
2,9,34,5,27,500,48
2,16,36,6,45,600,30
2,17,44,11,43,800,29
2,16,36,11,47,700,27
2,13,28,7,41,600,31
2,23,49,17,55,1100,17
2,20,46,10,51,900,19
2,19,45,7,56,1000,15
2,22,55,10,55,1300,19
2,19,29,5,26,700,51
2,20,38,7,37,800,43
2,36,62,16,42,1100,44
2,40,67,18,35,900,54
2,36,56,14,24,700,69
2,38,60,13,24,700,72
2,39,60,14,29,800,71
2,43,68,14,33,900,69
2,46,75,15,48,1000,53
2,19,44,5,27,500,63
2,11,27,3,21,400,64
2,7,31,3,20,400,65
2,7,36,2,17,300,69
2,5,36,2,12,300,73
2,4,30,2,10,300,73
2,6,27,4,11,300,70
2,8,24,3,11,300,69
2,5,20,2,9,300,69
2,6,18,2,14,300,63
2,5,15,3,17,300,59
2,3,14,3,23,400,53
2,5,13,3,34,400,41
2,9,26,7,48,700,25
2,29,53,17,53,1100,24
2,39,57,21,37,1000,43
2,44,71,18,33,1100,51
2,47,69,19,27,900,62
2,61,79,18,23,900,74
2,50,88,21,25,800,73
2,44,83,16,23,700,77
2,48,90,16,25,700,81
2,55,86,15,29,800,78
2,57,95,17,43,900,62
2,62,106,18,63,1000,38
2,69,113,19,72,1200,30
2,74,130,26,94,1600,8
2,57,100,20,41,900,46
2,20,46,14,31,600,48
2,21,42,15,40,600,36
2,15,18,11,22,500,56
2,10,11,7,18,400,62
2,4,7,5,17,300,65
2,23,35,9,34,700,39
2,15,20,6,24,600,53
2,15,19,7,32,500,44
2,17,26,8,34,600,42
2,16,28,8,25,600,54
2,18,28,6,20,500,62
2,16,23,5,15,500,70
2,15,20,5,12,400,75
2,12,17,5,12,400,77
2,14,15,5,13,400,79
2,17,23,4,21,500,73
2,26,43,6,28,500,68
2,29,38,8,26,500,71
2,30,38,7,27,500,69
2,30,48,8,33,600,59
2,32,52,15,42,700,42
2,33,55,18,41,900,40
2,36,61,15,35,800,47
2,39,43,20,55,1400,27
2,57,103,19,61,1500,11
2,61,102,17,61,1500,4
2,56,77,12,61,1300,2
2,52,68,12,61,1300,3
2,62,74,11,56,1200,4
2,63,75,10,57,1600,6
2,57,64,8,55,1600,7
2,56,68,6,57,1600,3
2,62,90,8,55,1700,5
2,94,97,23,54,2200,14
2,64,64,28,38,1500,39
2,40,40,18,22,900,59
2,15,25,4,9,400,77
2,15,28,3,8,400,80
2,15,42,2,7,300,83
2,10,47,2,7,300,83
2,10,51,2,6,300,83
2,7,56,2,6,300,83
2,10,58,2,7,300,80
2,8,44,3,8,300,79
2,9,35,3,9,300,75
2,10,21,4,11,300,72
2,11,17,4,14,300,68
2,9,14,4,15,300,66
2,8,12,4,16,300,64
2,9,13,4,19,400,60
2,11,16,4,21,400,57
2,11,13,4,17,400,61
2,15,17,6,33,500,46
2,13,20,6,41,500,36
2,12,17,7,33,500,44
2,15,22,7,34,600,44
2,17,24,7,30,600,50
2,17,28,7,28,600,53
2,17,24,7,24,500,59
2,22,26,8,36,700,51
2,33,37,13,42,900,50
2,40,48,14,34,800,61
2,47,58,15,28,700,72
2,50,71,17,33,700,64
2,59,86,28,34,900,66
2,60,94,28,37,900,61
2,59,89,21,41,900,51
2,57,84,19,55,1000,34
2,64,105,21,72,1300,15
2,71,111,23,76,1300,9
2,64,100,20,69,1300,17
3,63,83,20,72,1200,15
3,77,100,27,69,1500,13
3,85,101,30,76,1900,6
3,94,123,39,77,2700,5
3,119,162,46,78,3500,7
3,120,145,42,74,3100,7
3,116,137,35,71,2900,6
3,112,133,28,68,3000,5
3,136,136,29,65,2800,7
3,134,141,42,68,3300,9
3,176,176,42,58,2500,22
3,101,105,38,54,2000,37
3,103,106,36,60,2000,41
3,112,112,34,68,2100,44
3,122,124,33,79,2300,43
3,113,121,35,72,1900,54
3,112,124,31,69,1600,59
3,114,124,30,67,1500,61
3,127,142,30,68,1500,59
3,144,167,32,80,1700,44
3,161,180,37,93,1800,29
3,179,194,42,97,2000,29
3,197,204,43,114,2300,12
3,187,193,43,118,2600,5
3,174,184,52,113,3200,5
3,205,229,62,111,4100,8
3,206,223,59,107,4300,9
3,204,213,66,104,4100,8
3,206,206,42,89,3800,9
3,197,197,32,85,3700,8
3,194,196,26,83,3700,8
3,187,188,39,86,3700,8
3,173,186,68,90,3600,12
3,188,210,76,97,3800,16
3,236,252,73,115,4200,23
3,224,224,55,109,3200,35
3,196,196,44,100,2700,48
3,144,144,27,71,1800,68
3,100,100,20,70,1500,72
3,109,122,22,76,1500,74
3,104,121,20,57,1300,94
3,95,131,17,72,1300,70
3,124,166,20,98,1600,37
3,133,160,27,122,2100,10
3,147,171,36,123,2300,7
3,158,177,41,122,2600,6
3,162,175,45,114,2700,6
3,164,188,40,108,3200,6
3,198,239,54,115,4000,7
3,267,302,74,121,4800,10
3,275,291,54,109,4600,8
3,274,285,62,108,4600,8
3,255,261,59,102,4600,7
3,254,272,49,99,4700,7
3,253,269,33,91,4900,6
3,260,278,38,85,4300,5
3,267,279,44,84,4200,5
3,292,303,74,87,4200,10
3,307,317,86,86,4100,16
3,316,318,84,86,3900,26
3,328,328,85,88,4000,34
3,336,336,83,84,3800,50
3,348,348,85,89,3900,55
3,358,358,78,89,3800,58
3,344,344,66,83,3400,67
3,341,341,57,92,3400,53
3,342,342,46,110,3500,25
3,345,345,35,121,3800,5
3,347,347,28,123,4500,3
3,371,371,31,123,5000,3
3,434,434,67,132,6100,8
3,438,438,58,130,6500,6
3,433,433,39,122,6600,6
3,418,418,44,115,6100,5
3,366,366,77,100,5200,3
3,326,326,48,91,4800,2
3,324,324,44,92,5100,2
3,317,317,71,87,5700,2
3,321,321,71,88,6000,3
3,330,331,79,88,6100,5
3,352,352,90,90,6200,8
3,383,383,92,100,6500,7
3,389,389,86,104,6600,5
3,379,379,84,106,6100,9
3,345,345,83,101,5000,17
3,321,321,77,100,4600,16
3,330,330,73,108,4800,7
3,318,318,73,106,4600,11
3,344,354,62,121,5700,4
3,385,388,67,127,6100,3
3,409,431,62,124,6900,4
3,384,384,61,107,5300,3
3,311,311,52,83,3900,10
3,110,377,31,18,800,56
3,101,431,18,18,700,55
3,162,873,7,16,600,57
3,121,638,4,15,500,62
3,90,509,4,14,500,67
3,75,486,3,13,400,69
3,71,479,3,12,400,68
3,68,463,2,12,400,69
3,66,402,2,15,400,65
3,59,370,2,17,400,64
3,57,338,3,16,400,66
3,51,300,2,12,300,72
3,60,328,2,10,300,75
3,52,320,3,9,300,77
3,55,271,2,10,300,79
3,64,229,2,9,300,83
3,58,217,2,10,300,85
3,57,234,2,11,300,85
3,63,245,2,13,300,83
3,60,236,3,16,300,78
3,57,223,5,25,400,66
3,64,226,4,27,400,60
3,71,223,6,36,500,48
3,63,217,12,49,700,33
3,44,171,12,59,700,22
3,48,177,12,73,1000,8
3,49,160,13,77,1200,5
3,41,141,8,70,1100,3
3,41,142,14,69,1400,3
3,46,102,11,55,1000,13
3,37,72,7,42,800,24
3,18,59,6,32,600,33
3,21,62,7,36,700,29
3,20,68,7,36,700,32
3,23,80,7,33,700,38
3,37,114,22,40,1200,35
3,52,147,28,44,1400,34
3,64,167,35,51,1700,34
3,102,260,49,57,2000,39
3,118,318,53,66,1900,35
3,123,335,59,63,2000,39
3,124,324,64,70,2200,30
3,142,358,68,79,2100,24
3,134,331,60,86,2400,9
3,121,280,52,81,2200,8
3,121,275,54,80,2200,8
3,128,307,47,79,2400,5
3,131,300,44,79,2500,5
3,137,280,47,79,2700,5
3,133,314,52,82,2900,4
3,151,284,52,79,3200,6
3,134,281,50,78,3200,6
3,126,251,38,73,2800,5
3,74,130,26,60,1500,10
3,44,85,15,50,1200,21
3,23,68,11,36,800,37
3,22,64,11,34,700,37
3,23,61,11,26,700,48
3,24,37,6,12,400,68
3,16,39,3,7,300,77
3,20,40,3,8,300,83
3,27,52,3,8,300,87
3,34,38,2,7,300,89
3,46,49,2,7,300,88
3,29,52,2,8,300,86
3,29,43,2,9,200,83
3,28,44,2,10,300,81
3,21,39,3,16,300,71
3,16,42,4,12,300,71
3,15,58,4,9,300,74
3,14,36,3,8,200,74
3,14,30,4,12,300,69
3,14,31,3,16,300,62
3,13,34,2,11,300,65
3,16,53,3,14,200,59
3,15,46,2,17,300,52
3,11,30,2,8,200,70
3,10,35,3,8,200,70
3,11,23,3,14,300,64
3,9,24,4,16,300,63
3,7,22,4,11,300,67
3,10,18,4,9,300,70
3,10,10,6,6,400,75
3,15,23,5,6,400,79
3,20,20,4,6,300,83
3,26,26,4,8,300,83
3,32,32,3,10,300,81
3,25,25,3,12,300,77
3,16,23,4,17,300,68
3,19,20,4,18,300,66
3,20,20,4,17,400,64
3,18,18,4,16,300,64
3,15,15,5,15,400,62
3,35,35,4,11,300,63
3,16,16,3,9,300,64
3,7,16,3,7,300,67
3,8,11,3,7,300,67
3,7,9,4,10,300,64
3,6,8,3,8,300,65
3,8,11,4,13,300,58
3,12,16,8,21,400,49
3,13,23,10,25,500,45
3,11,25,7,13,400,59
3,12,27,5,8,400,65
3,21,21,4,7,300,69
3,78,78,4,6,300,73
3,23,23,5,6,300,76
3,270,270,4,6,300,80
3,11,39,4,5,300,82
3,13,39,5,5,300,84
3,12,53,6,6,400,87
3,15,58,4,6,300,92
3,13,60,3,6,300,94
3,22,60,4,7,300,92
3,20,60,4,9,300,89
3,17,67,3,12,300,84
3,15,93,4,15,300,82
3,11,104,5,18,400,75
3,12,106,6,28,500,60
3,14,109,9,32,500,54
3,13,100,8,28,500,57
3,13,89,8,36,600,46
3,15,80,10,51,700,29
3,25,103,19,70,900,6
3,16,66,17,27,600,55
3,18,65,11,32,700,47
3,20,59,13,45,900,31
3,38,58,9,64,800,11
3,65,65,12,39,700,42
3,22,40,13,23,700,62
3,15,45,8,11,400,79
3,14,19,6,9,400,83
3,35,35,7,10,400,85
3,18,18,5,9,400,90
3,12,13,4,10,400,92
3,15,19,5,12,400,92
3,17,33,6,18,500,88
3,26,60,8,23,500,87
3,31,69,9,31,600,80
3,37,82,8,38,600,66
3,33,76,10,33,600,68
3,29,75,15,43,700,57
3,38,82,13,52,800,47
3,47,87,13,55,900,43
3,50,95,27,51,900,46
3,57,98,32,57,1000,35
3,65,109,26,50,1000,34
3,69,116,25,59,1100,20
3,79,113,31,66,1500,5
3,80,118,30,65,1900,5
3,109,163,32,63,2900,7
3,113,174,39,62,3100,7
3,123,182,40,64,3000,8
3,123,185,44,68,2900,11
3,134,180,47,70,2700,16
3,138,186,55,71,2600,23
3,124,148,57,63,2100,41
3,127,152,61,60,2100,57
3,119,133,57,57,1900,63
3,112,137,57,58,1800,63
3,120,152,58,64,1800,55
3,121,159,56,71,1800,43
3,125,152,54,78,1900,30
3,128,165,52,94,2300,8
3,158,212,73,99,2900,6
3,176,241,83,102,3300,7
3,178,224,73,102,3400,6
3,163,196,59,97,2900,5
3,88,113,25,69,1600,13
3,29,47,8,42,700,34
3,15,44,9,32,600,41
3,14,42,8,22,500,57
3,13,39,10,23,600,58
3,12,27,10,21,500,66
3,12,34,14,27,600,60
3,15,38,13,21,600,71
3,15,33,10,16,500,79
3,12,30,7,11,400,88
3,14,28,6,9,400,93
3,14,28,6,9,400,95
3,12,17,5,8,400,100
3,19,19,5,7,300,104
3,12,20,4,7,300,108
3,14,21,4,8,300,108
3,14,26,4,9,300,106
3,14,29,4,13,400,100
3,14,37,5,29,500,77
3,25,54,6,38,500,69
3,28,66,9,41,700,61
3,42,103,14,40,800,60
3,56,131,19,39,900,55
3,62,137,21,40,900,51
3,74,143,29,52,1000,32
3,75,133,29,53,1000,27
3,81,142,31,67,1800,9
3,103,167,17,58,2000,4
3,97,153,14,55,2000,3
3,88,137,13,53,2000,4
3,88,140,20,51,1900,9
3,122,144,35,59,1800,32
3,106,128,23,58,1300,58
3,86,123,17,51,1100,76
3,63,102,10,32,600,97
3,41,86,7,24,400,105
3,40,86,8,29,400,99
3,50,107,10,44,600,75
3,56,110,10,60,800,46
3,51,136,17,41,600,62
3,63,151,30,50,800,46
3,80,171,39,51,900,41
3,95,190,42,52,1000,38
3,112,218,53,47,1000,43
3,125,248,67,48,1100,36
3,133,239,61,51,1100,27
3,138,230,58,55,1200,18
3,136,215,61,56,1100,12
3,124,189,48,51,1000,17
3,108,162,39,50,1000,20
3,129,223,39,66,2700,7
3,138,248,41,69,2900,7
3,132,217,46,63,1900,13
3,144,194,40,50,1200,37
3,161,209,49,44,1200,56
3,173,243,73,44,1500,65
3,178,262,80,48,1600,71
3,175,257,71,56,1500,63
3,181,269,58,66,1500,46
3,185,270,54,71,1600,31
3,190,278,59,79,1600,19
3,196,270,48,90,1900,2
3,221,304,49,90,3000,5
3,252,326,56,88,3200,5
3,247,312,41,83,3000,5
3,244,300,40,79,3600,5
3,220,287,34,73,3100,4
3,228,296,25,67,3200,4
3,218,273,18,62,3100,3
3,218,278,18,61,3100,4
3,225,268,32,49,2000,21
3,236,275,42,50,2000,33
3,244,277,44,50,1900,56
3,269,297,44,72,2200,57
3,298,347,50,91,2600,62
3,287,325,50,56,2100,126
3,256,290,47,32,1800,166
3,290,306,54,32,2100,179
3,270,278,48,36,1900,173
3,274,283,55,41,2000,153
3,307,317,54,50,2300,120
3,333,333,49,59,2500,90
3,323,323,42,76,2400,60
3,305,305,36,73,2100,56
3,301,301,35,67,2000,59
3,272,272,29,47,1700,76
3,251,251,26,47,1600,65
3,246,246,20,49,1600,53
3,265,270,12,80,2800,2
3,278,283,12,82,2900,2
3,262,262,9,77,2800,2
3,257,271,7,71,2900,2
3,264,267,11,72,2900,3
3,270,280,19,71,2800,10
3,281,295,27,78,3100,11
3,304,321,36,86,3100,17
3,320,326,43,81,2700,39
3,325,325,49,73,2600,59
3,341,341,49,77,2600,73
3,320,320,45,61,2100,112
3,297,297,42,43,1900,148
3,284,284,39,43,1800,145
3,295,295,39,51,2000,138
3,313,323,37,75,2500,91
3,312,312,33,102,2700,39
3,314,314,26,107,2900,16
3,326,345,24,115,3200,2
3,355,356,29,122,3600,2
3,404,427,29,124,4100,3
3,406,406,22,109,3400,2
3,412,412,21,98,3100,2
3,386,386,21,96,2800,2
3,374,374,17,87,2900,2
3,367,367,14,87,2900,2
3,366,366,15,83,3200,3
3,356,356,22,73,2700,11
3,339,339,32,59,2400,45
3,326,326,37,58,2300,65
3,266,266,22,43,1800,92
3,148,148,11,26,1200,126
3,147,147,9,22,1000,137
3,92,93,6,16,800,144
3,82,82,4,17,700,138
3,57,57,3,19,600,130
3,56,56,4,23,600,126
3,45,45,2,34,600,99
3,41,46,2,61,700,51
3,27,38,3,48,600,47
3,17,20,2,41,500,55
3,11,29,3,31,400,66
3,9,34,3,26,400,69
3,9,23,2,23,300,68
3,20,64,9,34,700,62
3,186,252,35,47,2500,73
3,201,226,43,53,2800,63
3,185,193,35,56,2400,51
3,118,179,33,40,1800,66
3,76,151,26,31,1500,60
3,72,167,17,31,1100,52
3,67,164,14,36,1000,44
3,52,131,14,27,800,55
3,48,127,13,26,800,61
3,57,135,16,30,1000,61
3,61,123,18,31,1100,63
3,47,105,13,23,900,78
3,42,108,10,20,700,88
3,39,127,9,20,600,91
3,43,125,9,24,600,85
3,46,141,9,27,600,82
3,49,145,7,30,600,80
3,54,169,9,36,900,67
3,65,199,14,39,1500,51
3,65,164,13,37,1700,46
3,61,123,10,38,1300,45
3,36,89,7,28,600,62
3,40,101,7,33,700,53
3,39,105,6,44,800,33
3,43,153,5,56,700,12
3,50,169,5,55,700,10
3,66,161,6,56,1500,2
3,79,159,6,54,1700,3
3,79,140,6,53,1600,3
3,80,149,11,55,1700,7
3,86,162,16,57,1700,14
3,87,142,18,55,1600,27
3,93,155,14,57,1600,39
3,76,100,8,44,1200,69
3,61,67,6,35,1000,88
3,46,46,3,25,700,100
3,32,32,2,21,500,102
3,35,42,2,26,600,106
3,40,65,3,33,600,102
3,50,104,4,49,900,82
3,57,128,5,51,900,77
3,70,143,5,62,1000,53
3,82,184,6,59,1000,58
3,91,185,12,52,1000,69
3,102,226,16,62,1000,47
3,123,352,14,81,1100,13
3,126,287,15,82,1200,7
3,122,254,15,81,1200,6
3,141,372,11,77,1300,3
3,124,237,12,81,1800,4
3,133,221,13,79,1900,5
3,146,234,12,76,1900,5
3,146,216,11,75,2000,5
3,129,194,14,67,1800,8
3,104,166,15,59,1500,19
3,110,159,15,51,1300,45
3,117,160,14,49,1200,69
3,113,219,21,37,1200,130
3,113,216,28,36,1100,140
3,129,233,31,41,1100,144
3,127,225,27,48,1100,121
3,135,272,25,64,1100,89
3,138,264,25,63,1100,78
3,148,247,27,76,1200,55
3,158,267,29,85,1300,34
3,179,372,28,103,1500,5
3,169,288,26,96,1500,7
3,186,299,24,108,2000,3
3,202,306,27,113,2000,4
3,186,256,21,97,1700,3
3,175,246,20,94,1700,3
3,172,240,24,92,1800,4
3,136,206,33,82,1800,10
3,122,289,57,71,2700,23
3,107,279,55,63,2600,32
3,104,264,49,58,2400,41
3,97,260,40,54,2200,49
3,97,250,37,51,2200,55
3,94,254,31,51,2100,58
3,93,266,27,50,1900,61
3,87,261,22,45,1600,66
3,65,204,16,35,1200,72
3,52,190,13,33,1100,67
3,50,212,11,38,1000,56
3,51,201,11,39,1000,53
3,58,195,10,38,1000,55
3,71,207,11,46,1100,46
3,80,239,12,68,1300,7
3,89,223,13,65,1400,4
3,97,184,14,62,1900,5
3,67,113,14,61,1400,9
3,44,51,9,60,900,15
3,25,27,4,46,600,31
3,15,15,2,24,400,58
3,8,31,2,19,300,65
3,6,15,2,24,300,60
3,10,25,2,19,300,67
3,11,24,2,14,300,75
3,8,21,2,7,300,88
3,6,33,2,6,300,93
3,13,13,2,6,200,96
3,8,8,2,5,200,100
3,8,16,2,5,200,101
3,7,14,2,7,200,102
3,6,18,2,7,200,104
3,8,20,2,8,300,101
3,5,28,2,28,300,73
3,9,44,2,40,400,53
3,11,34,2,26,400,71
3,9,30,2,26,400,67
3,17,34,2,30,300,59
3,25,45,2,33,400,54
3,16,36,2,39,500,45
3,13,27,3,43,400,39
3,9,24,3,31,300,53
3,9,23,3,52,300,27
3,10,21,4,69,400,6
3,10,16,4,60,400,19
3,6,21,4,44,400,38
3,15,29,4,29,400,57
3,7,13,4,14,300,81
3,14,14,2,6,300,97
3,10,19,2,7,300,99
3,17,17,2,8,300,101
3,12,16,2,8,300,102
3,11,21,2,10,300,101
3,15,25,2,14,400,98
3,15,31,2,31,400,76
3,21,52,2,69,700,30
3,18,69,2,63,700,35
3,36,89,2,71,700,20
3,16,32,2,42,500,46
3,10,24,2,31,400,57
3,3,21,2,37,400,48
3,13,16,2,39,400,46
3,8,15,2,37,400,48
3,13,29,2,60,400,20
3,16,42,2,58,400,18
3,12,23,2,58,400,16
3,17,34,2,62,600,12
3,15,26,2,43,500,37
3,14,39,2,37,500,46
3,13,30,2,20,400,72
3,13,27,3,13,400,86
3,18,18,2,9,400,99
3,19,19,2,7,300,104
3,19,19,2,7,300,108
3,9,17,2,7,300,110
3,15,19,2,8,300,110
3,16,16,2,8,300,108
3,15,21,2,17,400,98
3,13,31,2,31,500,78
3,23,64,2,54,600,46
3,28,68,2,41,600,67
3,30,73,2,53,600,50
3,39,73,2,79,800,14
3,20,47,2,70,600,17
3,12,21,2,47,400,41
3,14,25,11,49,400,36
3,9,18,9,35,400,49
3,8,17,10,30,400,59
3,8,17,10,26,400,62
3,8,25,12,33,400,53
3,10,28,13,26,500,61
3,11,43,14,20,500,69
3,7,53,11,13,400,80
3,6,40,11,10,400,86
